simulation_time	physical_time	PV_field_1.LVE.energy	PV_field_1.LVE.money	PV_field_2.LVE.energy	PV_field_2.LVE.money	WT_field_1.LVE.energy	WT_field_1.LVE.money	WT_field_2.LVE.energy	WT_field_2.LVE.money	rigid_electricity_consumption.LVE.energy	rigid_electricity_consumption.LVE.money	
72	2021-01-04 00:00:00	0	0	0	0	0	0	0	0	19640.48314569658	0.2	
73	2021-01-04 01:00:00	0	0	0	0	0	0	0	0	18871.63363137826	0.2	
74	2021-01-04 02:00:00	0	0	0	0	0	0	0	0	17740.70012814194	0.2	
75	2021-01-04 03:00:00	0	0	0	0	0	0	0	0	16246.45070332154	0.2	
76	2021-01-04 04:00:00	0	0	0	0	0	0	0	0	14846.19217545928	0.2	
77	2021-01-04 05:00:00	0	0	0	0	0	0	0	0	13515.99387728542	0.18	
78	2021-01-04 06:00:00	0	0	0	0	0	0	0	0	14858.2059821202	0.18	
79	2021-01-04 07:00:00	0	0	0	0	0	0	0	0	17632.43413508192	0.18	
80	2021-01-04 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	0	0	0	0	17800.3166577494	0.18	
81	2021-01-04 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	0	0	0	0	13495.66617178466	0.2	
82	2021-01-04 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	0	0	0	0	11558.30555130022	0.2	
83	2021-01-04 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	0	0	0	0	9610.33745342862	0.2	
84	2021-01-04 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	0	0	0	0	8623.68769127276	0.2	
85	2021-01-04 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	0	0	0	0	11795.675246664521	0.2	
86	2021-01-04 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	0	0	0	0	13721.636166284821	0.2	
87	2021-01-04 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	0	0	0	0	15412.47154697702	0.2	
88	2021-01-04 16:00:00	-523.2032336	0.06	-523.2032336	0.06	0	0	0	0	19613.95558594424	0.2	
89	2021-01-04 17:00:00	0	0	0	0	0	0	0	0	21407.598529030398	0.18	
90	2021-01-04 18:00:00	0	0	0	0	0	0	0	0	23582.008152003204	0.18	
91	2021-01-04 19:00:00	0	0	0	0	0	0	0	0	28099.863747348598	0.18	
92	2021-01-04 20:00:00	0	0	0	0	0	0	0	0	31416.379653265998	0.18	
93	2021-01-04 21:00:00	0	0	0	0	0	0	0	0	30949.9885740318	0.2	
94	2021-01-04 22:00:00	0	0	0	0	0	0	0	0	28496.9560076944	0.2	
95	2021-01-04 23:00:00	0	0	0	0	0	0	0	0	24942.1033450988	0.2	
96	2021-01-05 00:00:00	0	0	0	0	0	0	0	0	19640.48314569658	0.2	
97	2021-01-05 01:00:00	0	0	0	0	0	0	0	0	18871.63363137826	0.2	
98	2021-01-05 02:00:00	0	0	0	0	0	0	0	0	17740.70012814194	0.2	
99	2021-01-05 03:00:00	0	0	0	0	-1.416281233138079	0.06	-1.416281233138079	0.06	16246.45070332154	0.2	
100	2021-01-05 04:00:00	0	0	0	0	-6.264276055909116	0.06	-6.264276055909116	0.06	14846.19217545928	0.2	
101	2021-01-05 05:00:00	0	0	0	0	-13.700516961107061	0.04	-13.700516961107061	0.04	13515.99387728542	0.18	
102	2021-01-05 06:00:00	0	0	0	0	-27.49603449015993	0.04	-27.49603449015993	0.04	14858.2059821202	0.18	
103	2021-01-05 07:00:00	0	0	0	0	-47.41718097169664	0.04	-47.41718097169664	0.04	17632.43413508192	0.18	
104	2021-01-05 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-76.8712823699057	0.04	-76.8712823699057	0.04	17800.3166577494	0.18	
105	2021-01-05 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-120.95400092685789	0.06	-120.95400092685789	0.06	13495.66617178466	0.2	
106	2021-01-05 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-181.9566351574675	0.06	-181.9566351574675	0.06	11558.30555130022	0.2	
107	2021-01-05 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-264.48026378232544	0.06	-264.48026378232544	0.06	9610.33745342862	0.2	
108	2021-01-05 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-336.19930176270134	0.06	-336.19930176270134	0.06	8623.68769127276	0.2	
109	2021-01-05 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-422.5483849606427	0.06	-422.5483849606427	0.06	11795.675246664521	0.2	
110	2021-01-05 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-521.0381775808191	0.06	-521.0381775808191	0.06	13721.636166284821	0.2	
111	2021-01-05 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-754.5365363928636	0.06	-754.5365363928636	0.06	15412.47154697702	0.2	
112	2021-01-05 16:00:00	-523.2032336	0.06	-523.2032336	0.06	-1058.7684080024992	0.06	-1058.7684080024992	0.06	19613.95558594424	0.2	
113	2021-01-05 17:00:00	0	0	0	0	-1455.8832467475754	0.04	-1455.8832467475754	0.04	21407.598529030398	0.18	
114	2021-01-05 18:00:00	0	0	0	0	-1660.0063634489672	0.04	-1660.0063634489672	0.04	23582.008152003204	0.18	
115	2021-01-05 19:00:00	0	0	0	0	-1887.1578427920615	0.04	-1887.1578427920615	0.04	28099.863747348598	0.18	
116	2021-01-05 20:00:00	0	0	0	0	-2139.164949832609	0.04	-2139.164949832609	0.04	31416.379653265998	0.18	
117	2021-01-05 21:00:00	0	0	0	0	-1364.888394680988	0.06	-1364.888394680988	0.06	30949.9885740318	0.2	
118	2021-01-05 22:00:00	0	0	0	0	-828.7246055451751	0.06	-828.7246055451751	0.06	28496.9560076944	0.2	
119	2021-01-05 23:00:00	0	0	0	0	-481.68196205959066	0.06	-481.68196205959066	0.06	24942.1033450988	0.2	
120	2021-01-06 00:00:00	0	0	0	0	-555.9699701416579	0.06	-555.9699701416579	0.06	18158.17647902992	0.2	
121	2021-01-06 01:00:00	0	0	0	0	-639.2367171286622	0.06	-639.2367171286622	0.06	19001.01029804492	0.2	
122	2021-01-06 02:00:00	0	0	0	0	-732.2942343174208	0.06	-732.2942343174208	0.06	17651.563461475278	0.2	
123	2021-01-06 03:00:00	0	0	0	0	-527.3013889993897	0.06	-527.3013889993897	0.06	16346.267369988202	0.2	
124	2021-01-06 04:00:00	0	0	0	0	-374.71437358485406	0.06	-374.71437358485406	0.06	14662.88550879262	0.2	
125	2021-01-06 05:00:00	0	0	0	0	-256.8481836140906	0.04	-256.8481836140906	0.04	13432.217210618739	0.18	
126	2021-01-06 06:00:00	0	0	0	0	-591.8116453394928	0.04	-591.8116453394928	0.04	12781.029315453541	0.18	
127	2021-01-06 07:00:00	0	0	0	0	-1211.3217745339127	0.04	-1211.3217745339127	0.04	12235.730801748581	0.18	
128	2021-01-06 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-2262.526560621717	0.04	-2262.526560621717	0.04	13552.7466577494	0.18	
129	2021-01-06 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-2781.018490489247	0.06	-2781.018490489247	0.06	12550.40283845134	0.2	
130	2021-01-06 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-3370.3858524976167	0.06	-3370.3858524976167	0.06	13521.48888463356	0.2	
131	2021-01-06 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-4058.559786161117	0.06	-4058.559786161117	0.06	11153.3441200953	0.2	
132	2021-01-06 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-3344.8743408751657	0.06	-3344.8743408751657	0.06	11867.841024606101	0.2	
133	2021-01-06 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-2720.131664288395	0.06	-2720.131664288395	0.06	12242.381913331179	0.2	
134	2021-01-06 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-2194.603262241351	0.06	-2194.603262241351	0.06	13618.21949961816	0.2	
135	2021-01-06 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-1646.0262037982534	0.06	-1646.0262037982534	0.06	15617.95488031036	0.2	
136	2021-01-06 16:00:00	-523.2032336	0.06	-523.2032336	0.06	-1216.2129219761343	0.06	-1216.2129219761343	0.06	22103.4855859442	0.2	
137	2021-01-06 17:00:00	0	0	0	0	-882.4559746793008	0.04	-882.4559746793008	0.04	20027.891862363802	0.18	
138	2021-01-06 18:00:00	0	0	0	0	-467.79165391784534	0.04	-467.79165391784534	0.04	22335.7814853366	0.18	
139	2021-01-06 19:00:00	0	0	0	0	-225.96935289253324	0.04	-225.96935289253324	0.04	25040.1504140152	0.18	
140	2021-01-06 20:00:00	0	0	0	0	-95.04337224049719	0.04	-95.04337224049719	0.04	28640.7363199328	0.18	
141	2021-01-06 21:00:00	0	0	0	0	-68.70065315282491	0.06	-68.70065315282491	0.06	27757.5185740318	0.2	
142	2021-01-06 22:00:00	0	0	0	0	-47.37178036570936	0.06	-47.37178036570936	0.06	25516.1193410278	0.2	
143	2021-01-06 23:00:00	0	0	0	0	-31.20660485080207	0.06	-31.20660485080207	0.06	23490.6766784322	0.2	
144	2021-01-07 00:00:00	0	0	0	0	-27.468727913268573	0.06	-27.468727913268573	0.06	18158.17647902992	0.2	
145	2021-01-07 01:00:00	0	0	0	0	-23.57426146960027	0.06	-23.57426146960027	0.06	19001.01029804492	0.2	
146	2021-01-07 02:00:00	0	0	0	0	-20.475240714096596	0.06	-20.475240714096596	0.06	17651.563461475278	0.2	
147	2021-01-07 03:00:00	0	0	0	0	-12.400846412585251	0.06	-12.400846412585251	0.06	16346.267369988202	0.2	
148	2021-01-07 04:00:00	0	0	0	0	-6.488954658186219	0.06	-6.488954658186219	0.06	14662.88550879262	0.2	
149	2021-01-07 05:00:00	0	0	0	0	-2.3069862316997773	0.04	-2.3069862316997773	0.04	13432.217210618739	0.18	
150	2021-01-07 06:00:00	0	0	0	0	-0.747691243690202	0.04	-0.747691243690202	0.04	12781.029315453541	0.18	
151	2021-01-07 07:00:00	0	0	0	0	0	0	0	0	12235.730801748581	0.18	
152	2021-01-07 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	0	0	0	0	13552.7466577494	0.18	
153	2021-01-07 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-3.8324360700526108	0.06	-3.8324360700526108	0.06	12550.40283845134	0.2	
154	2021-01-07 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-15.053601556093469	0.06	-15.053601556093469	0.06	13521.48888463356	0.2	
155	2021-01-07 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-35.24302282650333	0.06	-35.24302282650333	0.06	11153.3441200953	0.2	
156	2021-01-07 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-64.81667384235874	0.06	-64.81667384235874	0.06	11867.841024606101	0.2	
157	2021-01-07 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-109.25275244935976	0.06	-109.25275244935976	0.06	12242.381913331179	0.2	
158	2021-01-07 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-173.55746147956606	0.06	-173.55746147956606	0.06	13618.21949961816	0.2	
159	2021-01-07 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-101.13746914818842	0.06	-101.13746914818842	0.06	15617.95488031036	0.2	
160	2021-01-07 16:00:00	-523.2032336	0.06	-523.2032336	0.06	-53.44639342802906	0.06	-53.44639342802906	0.06	22103.4855859442	0.2	
161	2021-01-07 17:00:00	0	0	0	0	-24.928512807912995	0.04	-24.928512807912995	0.04	20027.891862363802	0.18	
162	2021-01-07 18:00:00	0	0	0	0	-116.29430212444232	0.04	-116.29430212444232	0.04	22335.7814853366	0.18	
163	2021-01-07 19:00:00	0	0	0	0	-356.42276925208165	0.04	-356.42276925208165	0.04	25040.1504140152	0.18	
164	2021-01-07 20:00:00	0	0	0	0	-876.6544451270698	0.04	-876.6544451270698	0.04	28640.7363199328	0.18	
165	2021-01-07 21:00:00	0	0	0	0	-1395.6525978847262	0.06	-1395.6525978847262	0.06	27757.5185740318	0.2	
166	2021-01-07 22:00:00	0	0	0	0	-2155.3998675648627	0.06	-2155.3998675648627	0.06	25516.1193410278	0.2	
167	2021-01-07 23:00:00	0	0	0	0	-3204.192807913093	0.06	-3204.192807913093	0.06	23490.6766784322	0.2	
168	2021-01-08 00:00:00	0	0	0	0	-6000	0.06	-6000	0.06	19640.48314569658	0.2	
169	2021-01-08 01:00:00	0	0	0	0	-6000	0.06	-6000	0.06	18871.63363137826	0.2	
170	2021-01-08 02:00:00	0	0	0	0	-6000	0.06	-6000	0.06	17740.70012814194	0.2	
171	2021-01-08 03:00:00	0	0	0	0	-6000	0.06	-6000	0.06	16246.45070332154	0.2	
172	2021-01-08 04:00:00	0	0	0	0	-6000	0.06	-6000	0.06	14846.19217545928	0.2	
173	2021-01-08 05:00:00	0	0	0	0	-4588.026620739228	0.04	-4588.026620739228	0.04	13515.99387728542	0.18	
174	2021-01-08 06:00:00	0	0	0	0	-3526.576205518186	0.04	-3526.576205518186	0.04	14858.2059821202	0.18	
175	2021-01-08 07:00:00	0	0	0	0	-2674.6684196126957	0.04	-2674.6684196126957	0.04	17632.43413508192	0.18	
176	2021-01-08 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-1999.5355147105856	0.04	-1999.5355147105856	0.04	17800.3166577494	0.18	
177	2021-01-08 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-2262.0448862100016	0.06	-2262.0448862100016	0.06	13495.66617178466	0.2	
178	2021-01-08 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-2551.025788117637	0.06	-2551.025788117637	0.06	11558.30555130022	0.2	
179	2021-01-08 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-2869.5288881550996	0.06	-2869.5288881550996	0.06	9610.33745342862	0.2	
180	2021-01-08 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-1136.721221690745	0.06	-1136.721221690745	0.06	8623.68769127276	0.2	
181	2021-01-08 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-366.6245489661997	0.06	-366.6245489661997	0.06	11795.675246664521	0.2	
182	2021-01-08 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-84.25096166624752	0.06	-84.25096166624752	0.06	13721.636166284821	0.2	
183	2021-01-08 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-6.020267488029184	0.06	-6.020267488029184	0.06	15412.47154697702	0.2	
184	2021-01-08 16:00:00	-523.2032336	0.06	-523.2032336	0.06	0	0	0	0	19613.95558594424	0.2	
185	2021-01-08 17:00:00	0	0	0	0	0	0	0	0	21407.598529030398	0.18	
186	2021-01-08 18:00:00	0	0	0	0	0	0	0	0	23582.008152003204	0.18	
187	2021-01-08 19:00:00	0	0	0	0	0	0	0	0	28099.863747348598	0.18	
188	2021-01-08 20:00:00	0	0	0	0	0	0	0	0	31416.379653265998	0.18	
189	2021-01-08 21:00:00	0	0	0	0	0	0	0	0	30949.9885740318	0.2	
190	2021-01-08 22:00:00	0	0	0	0	0	0	0	0	28496.9560076944	0.2	
191	2021-01-08 23:00:00	0	0	0	0	0	0	0	0	24942.1033450988	0.2	
192	2021-01-09 00:00:00	0	0	0	0	0	0	0	0	19640.48314569658	0.2	
193	2021-01-09 01:00:00	0	0	0	0	0	0	0	0	18871.63363137826	0.2	
194	2021-01-09 02:00:00	0	0	0	0	0	0	0	0	17740.70012814194	0.2	
195	2021-01-09 03:00:00	0	0	0	0	0	0	0	0	16246.45070332154	0.2	
196	2021-01-09 04:00:00	0	0	0	0	0	0	0	0	14846.19217545928	0.2	
197	2021-01-09 05:00:00	0	0	0	0	0	0	0	0	13515.99387728542	0.18	
198	2021-01-09 06:00:00	0	0	0	0	0	0	0	0	14858.2059821202	0.18	
199	2021-01-09 07:00:00	0	0	0	0	0	0	0	0	17632.43413508192	0.18	
200	2021-01-09 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	0	0	0	0	17800.3166577494	0.18	
201	2021-01-09 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	0	0	0	0	13495.66617178466	0.2	
202	2021-01-09 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	0	0	0	0	11558.30555130022	0.2	
203	2021-01-09 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	0	0	0	0	9610.33745342862	0.2	
204	2021-01-09 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	0	0	0	0	8623.68769127276	0.2	
205	2021-01-09 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	0	0	0	0	11795.675246664521	0.2	
206	2021-01-09 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	0	0	0	0	13721.636166284821	0.2	
207	2021-01-09 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	0	0	0	0	15412.47154697702	0.2	
208	2021-01-09 16:00:00	-523.2032336	0.06	-523.2032336	0.06	0	0	0	0	19613.95558594424	0.2	
209	2021-01-09 17:00:00	0	0	0	0	0	0	0	0	21407.598529030398	0.18	
210	2021-01-09 18:00:00	0	0	0	0	0	0	0	0	23582.008152003204	0.18	
211	2021-01-09 19:00:00	0	0	0	0	0	0	0	0	28099.863747348598	0.18	
212	2021-01-09 20:00:00	0	0	0	0	0	0	0	0	31416.379653265998	0.18	
213	2021-01-09 21:00:00	0	0	0	0	0	0	0	0	30949.9885740318	0.2	
214	2021-01-09 22:00:00	0	0	0	0	0	0	0	0	28496.9560076944	0.2	
215	2021-01-09 23:00:00	0	0	0	0	0	0	0	0	24942.1033450988	0.2	
216	2021-01-10 00:00:00	0	0	0	0	0	0	0	0	19640.48314569658	0.2	
217	2021-01-10 01:00:00	0	0	0	0	0	0	0	0	18871.63363137826	0.2	
218	2021-01-10 02:00:00	0	0	0	0	0	0	0	0	17740.70012814194	0.2	
219	2021-01-10 03:00:00	0	0	0	0	0	0	0	0	16246.45070332154	0.2	
220	2021-01-10 04:00:00	0	0	0	0	0	0	0	0	14846.19217545928	0.2	
221	2021-01-10 05:00:00	0	0	0	0	0	0	0	0	13515.99387728542	0.18	
222	2021-01-10 06:00:00	0	0	0	0	-0.8765249327056344	0.04	-0.8765249327056344	0.04	14858.2059821202	0.18	
223	2021-01-10 07:00:00	0	0	0	0	-14.03559418616895	0.04	-14.03559418616895	0.04	17632.43413508192	0.18	
224	2021-01-10 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-43.09270432186844	0.04	-43.09270432186844	0.04	17800.3166577494	0.18	
225	2021-01-10 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-97.66343660881765	0.06	-97.66343660881765	0.06	13495.66617178466	0.2	
226	2021-01-10 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-192.32905429308377	0.06	-192.32905429308377	0.06	11558.30555130022	0.2	
227	2021-01-10 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-346.3961251538958	0.06	-346.3961251538958	0.06	9610.33745342862	0.2	
228	2021-01-10 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-346.1753130654206	0.06	-346.1753130654206	0.06	8623.68769127276	0.2	
229	2021-01-10 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-342.63008621181814	0.06	-342.63008621181814	0.06	11795.675246664521	0.2	
230	2021-01-10 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-342.43616250379347	0.06	-342.43616250379347	0.06	13721.636166284821	0.2	
231	2021-01-10 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-454.5242963421251	0.06	-454.5242963421251	0.06	15412.47154697702	0.2	
232	2021-01-10 16:00:00	-523.2032336	0.06	-523.2032336	0.06	-599.9385437147711	0.06	-599.9385437147711	0.06	19613.95558594424	0.2	
233	2021-01-10 17:00:00	0	0	0	0	-774.2204014665521	0.04	-774.2204014665521	0.04	21407.598529030398	0.18	
234	2021-01-10 18:00:00	0	0	0	0	-948.9249122078995	0.04	-948.9249122078995	0.04	23582.008152003204	0.18	
235	2021-01-10 19:00:00	0	0	0	0	-1163.3559156663223	0.04	-1163.3559156663223	0.04	28099.863747348598	0.18	
236	2021-01-10 20:00:00	0	0	0	0	-1405.2347821886344	0.04	-1405.2347821886344	0.04	31416.379653265998	0.18	
237	2021-01-10 21:00:00	0	0	0	0	-1086.4795993105486	0.06	-1086.4795993105486	0.06	30949.9885740318	0.2	
238	2021-01-10 22:00:00	0	0	0	0	-828.7246055451751	0.06	-828.7246055451751	0.06	28496.9560076944	0.2	
239	2021-01-10 23:00:00	0	0	0	0	-622.8299163147117	0.06	-622.8299163147117	0.06	24942.1033450988	0.2	
240	2021-01-11 00:00:00	0	0	0	0	-696.0624383146705	0.06	-696.0624383146705	0.06	19640.48314569658	0.2	
241	2021-01-11 01:00:00	0	0	0	0	-769.7366460683348	0.06	-769.7366460683348	0.06	18871.63363137826	0.2	
242	2021-01-11 02:00:00	0	0	0	0	-856.5587237844858	0.06	-856.5587237844858	0.06	17740.70012814194	0.2	
243	2021-01-11 03:00:00	0	0	0	0	-522.609559322744	0.06	-522.609559322744	0.06	16246.45070332154	0.2	
244	2021-01-11 04:00:00	0	0	0	0	-302.18366294574747	0.06	-302.18366294574747	0.06	14846.19217545928	0.2	
245	2021-01-11 05:00:00	0	0	0	0	-160.8300158118462	0.04	-160.8300158118462	0.04	13515.99387728542	0.18	
246	2021-01-11 06:00:00	0	0	0	0	-259.57274588328664	0.04	-259.57274588328664	0.04	14858.2059821202	0.18	
247	2021-01-11 07:00:00	0	0	0	0	-400.5663436884557	0.04	-400.5663436884557	0.04	17632.43413508192	0.18	
248	2021-01-11 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-601.982535309556	0.04	-601.982535309556	0.04	17800.3166577494	0.18	
249	2021-01-11 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-623.0951076622309	0.06	-623.0951076622309	0.06	13495.66617178466	0.2	
250	2021-01-11 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-650.0749985297831	0.06	-650.0749985297831	0.06	11558.30555130022	0.2	
251	2021-01-11 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-672.2389353588934	0.06	-672.2389353588934	0.06	9610.33745342862	0.2	
252	2021-01-11 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-442.88017651088126	0.06	-442.88017651088126	0.06	8623.68769127276	0.2	
253	2021-01-11 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-283.72187202624906	0.06	-283.72187202624906	0.06	11795.675246664521	0.2	
254	2021-01-11 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-171.61008013588523	0.06	-171.61008013588523	0.06	13721.636166284821	0.2	
255	2021-01-11 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-58.43737442384983	0.06	-58.43737442384983	0.06	15412.47154697702	0.2	
256	2021-01-11 16:00:00	-523.2032336	0.06	-523.2032336	0.06	-11.743765460492465	0.06	-11.743765460492465	0.06	19613.95558594424	0.2	
257	2021-01-11 17:00:00	0	0	0	0	0	0	0	0	21407.598529030398	0.18	
258	2021-01-11 18:00:00	0	0	0	0	0	0	0	0	23582.008152003204	0.18	
259	2021-01-11 19:00:00	0	0	0	0	0	0	0	0	28099.863747348598	0.18	
260	2021-01-11 20:00:00	0	0	0	0	0	0	0	0	31416.379653265998	0.18	
261	2021-01-11 21:00:00	0	0	0	0	0	0	0	0	30949.9885740318	0.2	
262	2021-01-11 22:00:00	0	0	0	0	0	0	0	0	28496.9560076944	0.2	
263	2021-01-11 23:00:00	0	0	0	0	0	0	0	0	24942.1033450988	0.2	
264	2021-01-12 00:00:00	0	0	0	0	0	0	0	0	19640.48314569658	0.2	
265	2021-01-12 01:00:00	0	0	0	0	-3.123585793702774	0.06	-3.123585793702774	0.06	18871.63363137826	0.2	
266	2021-01-12 02:00:00	0	0	0	0	-31.776017250740885	0.06	-31.776017250740885	0.06	17740.70012814194	0.2	
267	2021-01-12 03:00:00	0	0	0	0	-50.437855191334705	0.06	-50.437855191334705	0.06	16246.45070332154	0.2	
268	2021-01-12 04:00:00	0	0	0	0	-74.77917272365805	0.06	-74.77917272365805	0.06	14846.19217545928	0.2	
269	2021-01-12 05:00:00	0	0	0	0	-108.19743085225035	0.04	-108.19743085225035	0.04	13515.99387728542	0.18	
270	2021-01-12 06:00:00	0	0	0	0	-101.56476603287402	0.04	-101.56476603287402	0.04	14858.2059821202	0.18	
271	2021-01-12 07:00:00	0	0	0	0	-96.44567085560597	0.04	-96.44567085560597	0.04	17632.43413508192	0.18	
272	2021-01-12 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-90.33079832994761	0.04	-90.33079832994761	0.04	17800.3166577494	0.18	
273	2021-01-12 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-188.24654237750178	0.06	-188.24654237750178	0.06	13495.66617178466	0.2	
274	2021-01-12 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-356.8398409641355	0.06	-356.8398409641355	0.06	11558.30555130022	0.2	
275	2021-01-12 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-622.3002102410566	0.06	-622.3002102410566	0.06	9610.33745342862	0.2	
276	2021-01-12 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-459.497120224293	0.06	-459.497120224293	0.06	8623.68769127276	0.2	
277	2021-01-12 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-332.7366118620508	0.06	-332.7366118620508	0.06	11795.675246664521	0.2	
278	2021-01-12 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-235.45110662828938	0.06	-235.45110662828938	0.06	13721.636166284821	0.2	
279	2021-01-12 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-227.97063162553337	0.06	-227.97063162553337	0.06	15412.47154697702	0.2	
280	2021-01-12 16:00:00	-523.2032336	0.06	-523.2032336	0.06	-220.8980042128717	0.06	-220.8980042128717	0.06	19613.95558594424	0.2	
281	2021-01-12 17:00:00	0	0	0	0	-213.99701705387622	0.04	-213.99701705387622	0.04	21407.598529030398	0.18	
282	2021-01-12 18:00:00	0	0	0	0	-269.67667343574055	0.04	-269.67667343574055	0.04	23582.008152003204	0.18	
283	2021-01-12 19:00:00	0	0	0	0	-336.23502423598296	0.04	-336.23502423598296	0.04	28099.863747348598	0.18	
284	2021-01-12 20:00:00	0	0	0	0	-411.3483859624219	0.04	-411.3483859624219	0.04	31416.379653265998	0.18	
285	2021-01-12 21:00:00	0	0	0	0	-343.23751595879287	0.06	-343.23751595879287	0.06	30949.9885740318	0.2	
286	2021-01-12 22:00:00	0	0	0	0	-287.1557245039627	0.06	-287.1557245039627	0.06	28496.9560076944	0.2	
287	2021-01-12 23:00:00	0	0	0	0	-236.06906073047753	0.06	-236.06906073047753	0.06	24942.1033450988	0.2	
288	2021-01-13 00:00:00	0	0	0	0	-270.202745498209	0.06	-270.202745498209	0.06	18158.17647902992	0.2	
289	2021-01-13 01:00:00	0	0	0	0	-305.07680642989504	0.06	-305.07680642989504	0.06	19001.01029804492	0.2	
290	2021-01-13 02:00:00	0	0	0	0	-346.7893763108152	0.06	-346.7893763108152	0.06	17651.563461475278	0.2	
291	2021-01-13 03:00:00	0	0	0	0	-353.6192195964626	0.06	-353.6192195964626	0.06	16346.267369988202	0.2	
292	2021-01-13 04:00:00	0	0	0	0	-360.5941710549422	0.06	-360.5941710549422	0.06	14662.88550879262	0.2	
