simulation_time	physical_time	PV_field_1.LVE.energy	PV_field_1.LVE.money	PV_field_2.LVE.energy	PV_field_2.LVE.money	WT_field_1.LVE.energy	WT_field_1.LVE.money	WT_field_2.LVE.energy	WT_field_2.LVE.money	rigid_electricity_consumption.LVE.energy	rigid_electricity_consumption.LVE.money	
5344	2021-08-11 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	-3.6857050008307803	0.06	-3.6857050008307803	0.06	14898.632655934121	0.2	
5345	2021-08-11 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	0	0	0	0	13332.6558405235	0.18	
5346	2021-08-11 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	0	0	15971.92598924132	0.18	
5347	2021-08-11 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	-0.5985506084734127	0.04	-0.5985506084734127	0.04	16869.26591721646	0.18	
5348	2021-08-11 20:00:00	0	0	0	0	-2.3779580324239946	0.04	-2.3779580324239946	0.04	19038.072507530298	0.18	
5349	2021-08-11 21:00:00	0	0	0	0	-0.2479822721620508	0.06	-0.2479822721620508	0.06	19083.354279379422	0.2	
5350	2021-08-11 22:00:00	0	0	0	0	0	0	0	0	17377.894061663617	0.2	
5351	2021-08-11 23:00:00	0	0	0	0	0	0	0	0	13494.52365719182	0.2	
5352	2021-08-12 00:00:00	0	0	0	0	0	0	0	0	8500.02599248896	0.2	
5353	2021-08-12 01:00:00	0	0	0	0	-0.847751149075535	0.06	-0.847751149075535	0.06	9143.94278741944	0.2	
5354	2021-08-12 02:00:00	0	0	0	0	-3.534371929275759	0.06	-3.534371929275759	0.06	8303.42751931968	0.2	
5355	2021-08-12 03:00:00	0	0	0	0	-0.36381353849671516	0.06	-0.36381353849671516	0.06	7875.61072925634	0.2	
5356	2021-08-12 04:00:00	0	0	0	0	0	0	0	0	6689.45644958162	0.2	
5357	2021-08-12 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	0	0	6688.563267232141	0.18	
5358	2021-08-12 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	0	0	7216.17859063174	0.18	
5359	2021-08-12 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	0	0	0	0	8807.11171636554	0.18	
5360	2021-08-12 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	0	0	0	0	12611.543387348202	0.18	
5361	2021-08-12 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	0	0	0	0	13247.41026980254	0.2	
5362	2021-08-12 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	0	0	0	0	13040.41866129076	0.2	
5363	2021-08-12 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	0	0	0	0	11480.46179485154	0.2	
5364	2021-08-12 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	0	0	0	0	12842.64696670134	0.2	
5365	2021-08-12 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	0	0	0	0	12214.968288746939	0.2	
5366	2021-08-12 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	0	0	0	0	12530.24279181318	0.2	
5367	2021-08-12 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	0	0	0	0	9720.800111378281	0.2	
5368	2021-08-12 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	-33.358038683482505	0.06	-33.358038683482505	0.06	10630.255989267462	0.2	
5369	2021-08-12 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	-158.27817186991822	0.04	-158.27817186991822	0.04	14903.92917385684	0.18	
5370	2021-08-12 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	-97.72398553617245	0.04	-97.72398553617245	0.04	13893.312655908	0.18	
5371	2021-08-12 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	-57.371786366012046	0.04	-57.371786366012046	0.04	16867.84258388312	0.18	
5372	2021-08-12 20:00:00	0	0	0	0	-30.670509685007513	0.04	-30.670509685007513	0.04	18291.26917419698	0.18	
5373	2021-08-12 21:00:00	0	0	0	0	-17.424533880933517	0.06	-17.424533880933517	0.06	17630.46427937942	0.2	
5374	2021-08-12 22:00:00	0	0	0	0	-8.385435706311984	0.06	-8.385435706311984	0.06	16632.43406166362	0.2	
5375	2021-08-12 23:00:00	0	0	0	0	-2.5384185337337817	0.06	-2.5384185337337817	0.06	11327.320323858481	0.2	
5376	2021-08-13 00:00:00	0	0	0	0	0	0	0	0	8500.02599248896	0.2	
5377	2021-08-13 01:00:00	0	0	0	0	0	0	0	0	9143.94278741944	0.2	
5378	2021-08-13 02:00:00	0	0	0	0	0	0	0	0	8303.42751931968	0.2	
5379	2021-08-13 03:00:00	0	0	0	0	0	0	0	0	7875.61072925634	0.2	
5380	2021-08-13 04:00:00	0	0	0	0	0	0	0	0	6689.45644958162	0.2	
5381	2021-08-13 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	0	0	6688.563267232141	0.18	
5382	2021-08-13 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	0	0	7216.17859063174	0.18	
5383	2021-08-13 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	0	0	0	0	8807.11171636554	0.18	
5384	2021-08-13 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	-5.628908894468914	0.04	-5.628908894468914	0.04	12611.543387348202	0.18	
5385	2021-08-13 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	-8.885490661093701	0.06	-8.885490661093701	0.06	13247.41026980254	0.2	
5386	2021-08-13 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	-12.894081841801038	0.06	-12.894081841801038	0.06	13040.41866129076	0.2	
5387	2021-08-13 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-17.384601159585017	0.06	-17.384601159585017	0.06	11480.46179485154	0.2	
5388	2021-08-13 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-25.017606220382188	0.06	-25.017606220382188	0.06	12842.64696670134	0.2	
5389	2021-08-13 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	-33.96711645719775	0.06	-33.96711645719775	0.06	12214.968288746939	0.2	
5390	2021-08-13 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	-45.591717103236135	0.06	-45.591717103236135	0.06	12530.24279181318	0.2	
5391	2021-08-13 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	-27.408184877697433	0.06	-27.408184877697433	0.06	9720.800111378281	0.2	
5392	2021-08-13 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	-14.826883902033991	0.06	-14.826883902033991	0.06	10630.255989267462	0.2	
5393	2021-08-13 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	-6.462404299192908	0.04	-6.462404299192908	0.04	14903.92917385684	0.18	
5394	2021-08-13 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	0	0	13893.312655908	0.18	
5395	2021-08-13 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	0	0	16867.84258388312	0.18	
5396	2021-08-13 20:00:00	0	0	0	0	0	0	0	0	18291.26917419698	0.18	
5397	2021-08-13 21:00:00	0	0	0	0	0	0	0	0	17630.46427937942	0.2	
5398	2021-08-13 22:00:00	0	0	0	0	0	0	0	0	16632.43406166362	0.2	
5399	2021-08-13 23:00:00	0	0	0	0	0	0	0	0	11327.320323858481	0.2	
5400	2021-08-14 00:00:00	0	0	0	0	0	0	0	0	7815.292659155621	0.2	
5401	2021-08-14 01:00:00	0	0	0	0	0	0	0	0	8517.09278741944	0.2	
5402	2021-08-14 02:00:00	0	0	0	0	0	0	0	0	7938.7141859863395	0.2	
5403	2021-08-14 03:00:00	0	0	0	0	0	0	0	0	7681.257395923	0.2	
5404	2021-08-14 04:00:00	0	0	0	0	0	0	0	0	7461.7431162483	0.2	
5405	2021-08-14 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	0	0	7203.48326723214	0.18	
5406	2021-08-14 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	0	0	8795.091923965061	0.18	
5407	2021-08-14 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	-12.612647491969808	0.04	-12.612647491969808	0.04	11489.81504969888	0.18	
5408	2021-08-14 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	-56.679981008359526	0.04	-56.679981008359526	0.04	15642.8133873482	0.18	
5409	2021-08-14 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	-62.70269572097941	0.06	-62.70269572097941	0.06	13744.8169364692	0.2	
5410	2021-08-14 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	-69.18525470970906	0.06	-69.18525470970906	0.06	11561.371994624098	0.2	
5411	2021-08-14 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-77.18774667845295	0.06	-77.18774667845295	0.06	10891.8484615182	0.2	
5412	2021-08-14 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-84.72397071695167	0.06	-84.72397071695167	0.06	9320.68030003468	0.2	
5413	2021-08-14 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	-92.79922182405132	0.06	-92.79922182405132	0.06	10292.2049554136	0.2	
5414	2021-08-14 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	-102.72781651130798	0.06	-102.72781651130798	0.06	10040.419458479859	0.2	
5415	2021-08-14 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	-54.7238083507234	0.06	-54.7238083507234	0.06	9634.21344471162	0.2	
5416	2021-08-14 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	-25.454813912108808	0.06	-25.454813912108808	0.06	14898.632655934121	0.2	
5417	2021-08-14 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	-8.85515364144701	0.04	-8.85515364144701	0.04	13332.6558405235	0.18	
5418	2021-08-14 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	0	0	15971.92598924132	0.18	
5419	2021-08-14 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	0	0	16869.26591721646	0.18	
5420	2021-08-14 20:00:00	0	0	0	0	0	0	0	0	19038.072507530298	0.18	
5421	2021-08-14 21:00:00	0	0	0	0	0	0	0	0	19083.354279379422	0.2	
5422	2021-08-14 22:00:00	0	0	0	0	0	0	0	0	17377.894061663617	0.2	
5423	2021-08-14 23:00:00	0	0	0	0	0	0	0	0	13494.52365719182	0.2	
5424	2021-08-15 00:00:00	0	0	0	0	0	0	0	0	7815.292659155621	0.2	
5425	2021-08-15 01:00:00	0	0	0	0	0	0	0	0	8517.09278741944	0.2	
5426	2021-08-15 02:00:00	0	0	0	0	0	0	0	0	7938.7141859863395	0.2	
5427	2021-08-15 03:00:00	0	0	0	0	0	0	0	0	7681.257395923	0.2	
5428	2021-08-15 04:00:00	0	0	0	0	0	0	0	0	7461.7431162483	0.2	
5429	2021-08-15 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	0	0	7203.48326723214	0.18	
5430	2021-08-15 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	0	0	8795.091923965061	0.18	
5431	2021-08-15 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	0	0	0	0	11489.81504969888	0.18	
5432	2021-08-15 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	0	0	0	0	15642.8133873482	0.18	
5433	2021-08-15 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	0	0	0	0	13744.8169364692	0.2	
5434	2021-08-15 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	0	0	0	0	11561.371994624098	0.2	
5435	2021-08-15 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-11.06481897405721	0.06	-11.06481897405721	0.06	10891.8484615182	0.2	
5436	2021-08-15 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-2.221356177825178	0.06	-2.221356177825178	0.06	9320.68030003468	0.2	
5437	2021-08-15 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	0	0	0	0	10292.2049554136	0.2	
5438	2021-08-15 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	0	0	0	0	10040.419458479859	0.2	
5439	2021-08-15 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	0	0	0	0	9634.21344471162	0.2	
5440	2021-08-15 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	0	0	0	0	14898.632655934121	0.2	
5441	2021-08-15 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	0	0	0	0	13332.6558405235	0.18	
5442	2021-08-15 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	0	0	15971.92598924132	0.18	
5443	2021-08-15 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	0	0	16869.26591721646	0.18	
5444	2021-08-15 20:00:00	0	0	0	0	0	0	0	0	19038.072507530298	0.18	
5445	2021-08-15 21:00:00	0	0	0	0	0	0	0	0	19083.354279379422	0.2	
5446	2021-08-15 22:00:00	0	0	0	0	0	0	0	0	17377.894061663617	0.2	
5447	2021-08-15 23:00:00	0	0	0	0	0	0	0	0	13494.52365719182	0.2	
5448	2021-08-16 00:00:00	0	0	0	0	0	0	0	0	7815.292659155621	0.2	
5449	2021-08-16 01:00:00	0	0	0	0	0	0	0	0	8517.09278741944	0.2	
5450	2021-08-16 02:00:00	0	0	0	0	-3.7101394107588717	0.06	-3.7101394107588717	0.06	7938.7141859863395	0.2	
5451	2021-08-16 03:00:00	0	0	0	0	-30.775894793901042	0.06	-30.775894793901042	0.06	7681.257395923	0.2	
5452	2021-08-16 04:00:00	0	0	0	0	-99.55166200620675	0.06	-99.55166200620675	0.06	7461.7431162483	0.2	
5453	2021-08-16 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	-248.5975620730165	0.04	-248.5975620730165	0.04	7203.48326723214	0.18	
5454	2021-08-16 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	-246.01807031208543	0.04	-246.01807031208543	0.04	8795.091923965061	0.18	
5455	2021-08-16 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	-243.25084936620843	0.04	-243.25084936620843	0.04	11489.81504969888	0.18	
5456	2021-08-16 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	-240.51764596254884	0.04	-240.51764596254884	0.04	15642.8133873482	0.18	
5457	2021-08-16 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	-436.4140975365193	0.06	-436.4140975365193	0.06	13744.8169364692	0.2	
5458	2021-08-16 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	-742.8335271259647	0.06	-742.8335271259647	0.06	11561.371994624098	0.2	
5459	2021-08-16 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-1194.1890670290472	0.06	-1194.1890670290472	0.06	10891.8484615182	0.2	
5460	2021-08-16 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-1248.5445862101042	0.06	-1248.5445862101042	0.06	9320.68030003468	0.2	
5461	2021-08-16 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	-1295.27093478339	0.06	-1295.27093478339	0.06	10292.2049554136	0.2	
5462	2021-08-16 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	-1353.3902456821786	0.06	-1353.3902456821786	0.06	10040.419458479859	0.2	
5463	2021-08-16 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	-803.5248218615361	0.06	-803.5248218615361	0.06	9634.21344471162	0.2	
5464	2021-08-16 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	-450.9350262381268	0.06	-450.9350262381268	0.06	14898.632655934121	0.2	
5465	2021-08-16 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	-236.98975646220688	0.04	-236.98975646220688	0.04	13332.6558405235	0.18	
5466	2021-08-16 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	-113.6210716329144	0.04	-113.6210716329144	0.04	15971.92598924132	0.18	
5467	2021-08-16 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	-46.40910704312828	0.04	-46.40910704312828	0.04	16869.26591721646	0.18	
5468	2021-08-16 20:00:00	0	0	0	0	-13.54007780473815	0.04	-13.54007780473815	0.04	19038.072507530298	0.18	
5469	2021-08-16 21:00:00	0	0	0	0	-6.713195037814191	0.06	-6.713195037814191	0.06	19083.354279379422	0.2	
5470	2021-08-16 22:00:00	0	0	0	0	-1.931975784523146	0.06	-1.931975784523146	0.06	17377.894061663617	0.2	
5471	2021-08-16 23:00:00	0	0	0	0	0	0	0	0	13494.52365719182	0.2	
5472	2021-08-17 00:00:00	0	0	0	0	0	0	0	0	7815.292659155621	0.2	
5473	2021-08-17 01:00:00	0	0	0	0	0	0	0	0	8517.09278741944	0.2	
5474	2021-08-17 02:00:00	0	0	0	0	0	0	0	0	7938.7141859863395	0.2	
5475	2021-08-17 03:00:00	0	0	0	0	0	0	0	0	7681.257395923	0.2	
5476	2021-08-17 04:00:00	0	0	0	0	0	0	0	0	7461.7431162483	0.2	
5477	2021-08-17 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	0	0	7203.48326723214	0.18	
5478	2021-08-17 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	-0.36373854927693694	0.04	-0.36373854927693694	0.04	8795.091923965061	0.18	
5479	2021-08-17 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	-12.301976810910933	0.04	-12.301976810910933	0.04	11489.81504969888	0.18	
5480	2021-08-17 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	-39.00970738340632	0.04	-39.00970738340632	0.04	15642.8133873482	0.18	
5481	2021-08-17 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	-28.042658097104386	0.06	-28.042658097104386	0.06	13744.8169364692	0.2	
5482	2021-08-17 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	-19.350752845755306	0.06	-19.350752845755306	0.06	11561.371994624098	0.2	
5483	2021-08-17 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-12.883937796156369	0.06	-12.883937796156369	0.06	10891.8484615182	0.2	
5484	2021-08-17 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-25.97975299284993	0.06	-25.97975299284993	0.06	9320.68030003468	0.2	
5485	2021-08-17 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	-45.624416899453735	0.06	-45.624416899453735	0.06	10292.2049554136	0.2	
5486	2021-08-17 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	-73.92501406905598	0.06	-73.92501406905598	0.06	10040.419458479859	0.2	
5487	2021-08-17 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	-25.923048502692872	0.06	-25.923048502692872	0.06	9634.21344471162	0.2	
5488	2021-08-17 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	-4.414317689645169	0.06	-4.414317689645169	0.06	14898.632655934121	0.2	
5489	2021-08-17 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	0	0	0	0	13332.6558405235	0.18	
5490	2021-08-17 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	0	0	15971.92598924132	0.18	
5491	2021-08-17 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	0	0	16869.26591721646	0.18	
5492	2021-08-17 20:00:00	0	0	0	0	0	0	0	0	19038.072507530298	0.18	
5493	2021-08-17 21:00:00	0	0	0	0	0	0	0	0	19083.354279379422	0.2	
5494	2021-08-17 22:00:00	0	0	0	0	0	0	0	0	17377.894061663617	0.2	
5495	2021-08-17 23:00:00	0	0	0	0	0	0	0	0	13494.52365719182	0.2	
5496	2021-08-18 00:00:00	0	0	0	0	0	0	0	0	7815.292659155621	0.2	
5497	2021-08-18 01:00:00	0	0	0	0	0	0	0	0	8517.09278741944	0.2	
5498	2021-08-18 02:00:00	0	0	0	0	0	0	0	0	7938.7141859863395	0.2	
5499	2021-08-18 03:00:00	0	0	0	0	0	0	0	0	7681.257395923	0.2	
5500	2021-08-18 04:00:00	0	0	0	0	0	0	0	0	7461.7431162483	0.2	
5501	2021-08-18 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	0	0	7203.48326723214	0.18	
5502	2021-08-18 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	0	0	8795.091923965061	0.18	
5503	2021-08-18 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	0	0	0	0	11489.81504969888	0.18	
5504	2021-08-18 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	0	0	0	0	15642.8133873482	0.18	
5505	2021-08-18 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	0	0	0	0	13744.8169364692	0.2	
5506	2021-08-18 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	-5.412658316613689	0.06	-5.412658316613689	0.06	11561.371994624098	0.2	
5507	2021-08-18 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-24.09799633401417	0.06	-24.09799633401417	0.06	10891.8484615182	0.2	
5508	2021-08-18 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-24.079052836186605	0.06	-24.079052836186605	0.06	9320.68030003468	0.2	
5509	2021-08-18 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	-24.061782591282906	0.06	-24.061782591282906	0.06	10292.2049554136	0.2	
5510	2021-08-18 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	-24.044537102116415	0.06	-24.044537102116415	0.06	10040.419458479859	0.2	
5511	2021-08-18 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	0	0	0	0	9634.21344471162	0.2	
5512	2021-08-18 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	0	0	0	0	14898.632655934121	0.2	
5513	2021-08-18 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	0	0	0	0	13332.6558405235	0.18	
5514	2021-08-18 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	0	0	15971.92598924132	0.18	
5515	2021-08-18 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	0	0	16869.26591721646	0.18	
5516	2021-08-18 20:00:00	0	0	0	0	0	0	0	0	19038.072507530298	0.18	
5517	2021-08-18 21:00:00	0	0	0	0	0	0	0	0	19083.354279379422	0.2	
5518	2021-08-18 22:00:00	0	0	0	0	0	0	0	0	17377.894061663617	0.2	
5519	2021-08-18 23:00:00	0	0	0	0	0	0	0	0	13494.52365719182	0.2	
5520	2021-08-19 00:00:00	0	0	0	0	0	0	0	0	8500.02599248896	0.2	
5521	2021-08-19 01:00:00	0	0	0	0	0	0	0	0	9143.94278741944	0.2	
5522	2021-08-19 02:00:00	0	0	0	0	0	0	0	0	8303.42751931968	0.2	
5523	2021-08-19 03:00:00	0	0	0	0	0	0	0	0	7875.61072925634	0.2	
5524	2021-08-19 04:00:00	0	0	0	0	0	0	0	0	6689.45644958162	0.2	
5525	2021-08-19 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	0	0	6688.563267232141	0.18	
5526	2021-08-19 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	0	0	7216.17859063174	0.18	
5527	2021-08-19 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	0	0	0	0	8807.11171636554	0.18	
5528	2021-08-19 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	0	0	0	0	12611.543387348202	0.18	
5529	2021-08-19 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	0	0	0	0	13247.41026980254	0.2	
5530	2021-08-19 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	0	0	0	0	13040.41866129076	0.2	
5531	2021-08-19 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	0	0	0	0	11480.46179485154	0.2	
5532	2021-08-19 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	0	0	0	0	12842.64696670134	0.2	
5533	2021-08-19 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	0	0	0	0	12214.968288746939	0.2	
5534	2021-08-19 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	0	0	0	0	12530.24279181318	0.2	
5535	2021-08-19 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	0	0	0	0	9720.800111378281	0.2	
5536	2021-08-19 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	0	0	0	0	10630.255989267462	0.2	
5537	2021-08-19 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	0	0	0	0	14903.92917385684	0.18	
5538	2021-08-19 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	0	0	13893.312655908	0.18	
5539	2021-08-19 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	0	0	16867.84258388312	0.18	
5540	2021-08-19 20:00:00	0	0	0	0	0	0	0	0	18291.26917419698	0.18	
5541	2021-08-19 21:00:00	0	0	0	0	0	0	0	0	17630.46427937942	0.2	
5542	2021-08-19 22:00:00	0	0	0	0	0	0	0	0	16632.43406166362	0.2	
5543	2021-08-19 23:00:00	0	0	0	0	0	0	0	0	11327.320323858481	0.2	
5544	2021-08-20 00:00:00	0	0	0	0	0	0	0	0	8500.02599248896	0.2	
5545	2021-08-20 01:00:00	0	0	0	0	0	0	0	0	9143.94278741944	0.2	
5546	2021-08-20 02:00:00	0	0	0	0	0	0	0	0	8303.42751931968	0.2	
5547	2021-08-20 03:00:00	0	0	0	0	0	0	0	0	7875.61072925634	0.2	
5548	2021-08-20 04:00:00	0	0	0	0	0	0	0	0	6689.45644958162	0.2	
5549	2021-08-20 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	0	0	6688.563267232141	0.18	
5550	2021-08-20 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	0	0	7216.17859063174	0.18	
5551	2021-08-20 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	0	0	0	0	8807.11171636554	0.18	
5552	2021-08-20 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	0	0	0	0	12611.543387348202	0.18	
5553	2021-08-20 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	0	0	0	0	13247.41026980254	0.2	
5554	2021-08-20 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	0	0	0	0	13040.41866129076	0.2	
5555	2021-08-20 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-1.640856409414614	0.06	-1.640856409414614	0.06	11480.46179485154	0.2	
5556	2021-08-20 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	0	0	0	0	12842.64696670134	0.2	
5557	2021-08-20 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	0	0	0	0	12214.968288746939	0.2	
5558	2021-08-20 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	0	0	0	0	12530.24279181318	0.2	
5559	2021-08-20 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	0	0	0	0	9720.800111378281	0.2	
5560	2021-08-20 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	0	0	0	0	10630.255989267462	0.2	
5561	2021-08-20 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	-4.229881828791795	0.04	-4.229881828791795	0.04	14903.92917385684	0.18	
5562	2021-08-20 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	0	0	13893.312655908	0.18	
5563	2021-08-20 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	0	0	16867.84258388312	0.18	
