simulation_time	physical_time	PV_field_1.LVE.energy	PV_field_1.LVE.money	PV_field_2.LVE.energy	PV_field_2.LVE.money	WT_field_1.LVE.energy	WT_field_1.LVE.money	
6300	2021-09-20 12:00:00	-5535.378190546875	0.06	-5535.378190546875	0.06	0	0	
6301	2021-09-20 13:00:00	-5212.077584261719	0.06	-5212.077584261719	0.06	0	0	
6302	2021-09-20 14:00:00	-4567.686385171875	0.06	-4567.686385171875	0.06	0	0	
6303	2021-09-20 15:00:00	-3581.348147686719	0.06	-3581.348147686719	0.06	0	0	
6304	2021-09-20 16:00:00	-2456.5819010992186	0.06	-2456.5819010992186	0.06	0	0	
6305	2021-09-20 17:00:00	-1059.253994805469	0.04	-1059.253994805469	0.04	0	0	
6306	2021-09-20 18:00:00	-34.28973695	0.04	-34.28973695	0.04	0	0	
6307	2021-09-20 19:00:00	0	0	0	0	0	0	
6308	2021-09-20 20:00:00	0	0	0	0	0	0	
6309	2021-09-20 21:00:00	0	0	0	0	0	0	
6310	2021-09-20 22:00:00	0	0	0	0	0	0	
6311	2021-09-20 23:00:00	0	0	0	0	0	0	
6312	2021-09-21 00:00:00	0	0	0	0	0	0	
6313	2021-09-21 01:00:00	0	0	0	0	0	0	
6314	2021-09-21 02:00:00	0	0	0	0	0	0	
6315	2021-09-21 03:00:00	0	0	0	0	0	0	
6316	2021-09-21 04:00:00	0	0	0	0	0	0	
6317	2021-09-21 05:00:00	0	0	0	0	0	0	
6318	2021-09-21 06:00:00	-155.22163765546875	0.04	-155.22163765546875	0.04	0	0	
6319	2021-09-21 07:00:00	-1441.1715869179689	0.04	-1441.1715869179689	0.04	0	0	
6320	2021-09-21 08:00:00	-2865.1581921875	0.04	-2865.1581921875	0.04	0	0	
6321	2021-09-21 09:00:00	-4039.3029579500003	0.06	-4039.3029579500003	0.06	0	0	
6322	2021-09-21 10:00:00	-4920.940518046874	0.06	-4920.940518046874	0.06	0	0	
6323	2021-09-21 11:00:00	-5293.5285199875	0.06	-5293.5285199875	0.06	0	0	
6324	2021-09-21 12:00:00	-5535.378190546875	0.06	-5535.378190546875	0.06	0	0	
6325	2021-09-21 13:00:00	-5212.077584261719	0.06	-5212.077584261719	0.06	0	0	
6326	2021-09-21 14:00:00	-4567.686385171875	0.06	-4567.686385171875	0.06	0	0	
6327	2021-09-21 15:00:00	-3581.348147686719	0.06	-3581.348147686719	0.06	0	0	
6328	2021-09-21 16:00:00	-2456.5819010992186	0.06	-2456.5819010992186	0.06	0	0	
6329	2021-09-21 17:00:00	-1059.253994805469	0.04	-1059.253994805469	0.04	0	0	
6330	2021-09-21 18:00:00	-34.28973695	0.04	-34.28973695	0.04	0	0	
6331	2021-09-21 19:00:00	0	0	0	0	0	0	
6332	2021-09-21 20:00:00	0	0	0	0	0	0	
6333	2021-09-21 21:00:00	0	0	0	0	0	0	
6334	2021-09-21 22:00:00	0	0	0	0	0	0	
6335	2021-09-21 23:00:00	0	0	0	0	0	0	
6336	2021-09-22 00:00:00	0	0	0	0	0	0	
6337	2021-09-22 01:00:00	0	0	0	0	0	0	
6338	2021-09-22 02:00:00	0	0	0	0	0	0	
6339	2021-09-22 03:00:00	0	0	0	0	0	0	
6340	2021-09-22 04:00:00	0	0	0	0	0	0	
6341	2021-09-22 05:00:00	0	0	0	0	0	0	
6342	2021-09-22 06:00:00	-155.22163765546875	0.04	-155.22163765546875	0.04	0	0	
6343	2021-09-22 07:00:00	-1441.1715869179689	0.04	-1441.1715869179689	0.04	0	0	
6344	2021-09-22 08:00:00	-2865.1581921875	0.04	-2865.1581921875	0.04	0	0	
6345	2021-09-22 09:00:00	-4039.3029579500003	0.06	-4039.3029579500003	0.06	0	0	
6346	2021-09-22 10:00:00	-4920.940518046874	0.06	-4920.940518046874	0.06	0	0	
6347	2021-09-22 11:00:00	-5293.5285199875	0.06	-5293.5285199875	0.06	0	0	
6348	2021-09-22 12:00:00	-5535.378190546875	0.06	-5535.378190546875	0.06	0	0	
6349	2021-09-22 13:00:00	-5212.077584261719	0.06	-5212.077584261719	0.06	0	0	
6350	2021-09-22 14:00:00	-4567.686385171875	0.06	-4567.686385171875	0.06	0	0	
6351	2021-09-22 15:00:00	-3581.348147686719	0.06	-3581.348147686719	0.06	0	0	
6352	2021-09-22 16:00:00	-2456.5819010992186	0.06	-2456.5819010992186	0.06	0	0	
6353	2021-09-22 17:00:00	-1059.253994805469	0.04	-1059.253994805469	0.04	0	0	
6354	2021-09-22 18:00:00	-34.28973695	0.04	-34.28973695	0.04	0	0	
6355	2021-09-22 19:00:00	0	0	0	0	0	0	
6356	2021-09-22 20:00:00	0	0	0	0	0	0	
6357	2021-09-22 21:00:00	0	0	0	0	0	0	
6358	2021-09-22 22:00:00	0	0	0	0	0	0	
6359	2021-09-22 23:00:00	0	0	0	0	0	0	
6360	2021-09-23 00:00:00	0	0	0	0	0	0	
6361	2021-09-23 01:00:00	0	0	0	0	0	0	
6362	2021-09-23 02:00:00	0	0	0	0	0	0	
6363	2021-09-23 03:00:00	0	0	0	0	0	0	
6364	2021-09-23 04:00:00	0	0	0	0	0	0	
6365	2021-09-23 05:00:00	0	0	0	0	0	0	
6366	2021-09-23 06:00:00	-155.22163765546875	0.04	-155.22163765546875	0.04	-1.6558086753937644	0.04	
6367	2021-09-23 07:00:00	-1441.1715869179689	0.04	-1441.1715869179689	0.04	-15.68281566389402	0.04	
6368	2021-09-23 08:00:00	-2865.1581921875	0.04	-2865.1581921875	0.04	-46.72874806650266	0.04	
6369	2021-09-23 09:00:00	-4039.3029579500003	0.06	-4039.3029579500003	0.06	-84.14089462431613	0.06	
6370	2021-09-23 10:00:00	-4920.940518046874	0.06	-4920.940518046874	0.06	-140.21164972706995	0.06	
6371	2021-09-23 11:00:00	-5293.5285199875	0.06	-5293.5285199875	0.06	-221.2438194166052	0.06	
6372	2021-09-23 12:00:00	-5535.378190546875	0.06	-5535.378190546875	0.06	-250.54413416184332	0.06	
6373	2021-09-23 13:00:00	-5212.077584261719	0.06	-5212.077584261719	0.06	-282.9232498844895	0.06	
6374	2021-09-23 14:00:00	-4567.686385171875	0.06	-4567.686385171875	0.06	-318.5093795501647	0.06	
6375	2021-09-23 15:00:00	-3581.348147686719	0.06	-3581.348147686719	0.06	-211.24803395462635	0.06	
6376	2021-09-23 16:00:00	-2456.5819010992186	0.06	-2456.5819010992186	0.06	-134.76950423523712	0.06	
6377	2021-09-23 17:00:00	-1059.253994805469	0.04	-1059.253994805469	0.04	-81.5396337192472	0.04	
6378	2021-09-23 18:00:00	-34.28973695	0.04	-34.28973695	0.04	-37.70537108514444	0.04	
6379	2021-09-23 19:00:00	0	0	0	0	-13.563300035362634	0.04	
6380	2021-09-23 20:00:00	0	0	0	0	-1.7897500939018185	0.04	
6381	2021-09-23 21:00:00	0	0	0	0	0	0	
6382	2021-09-23 22:00:00	0	0	0	0	0	0	
6383	2021-09-23 23:00:00	0	0	0	0	0	0	
6384	2021-09-24 00:00:00	0	0	0	0	0	0	
6385	2021-09-24 01:00:00	0	0	0	0	0	0	
6386	2021-09-24 02:00:00	0	0	0	0	-0.48302780251309224	0.06	
6387	2021-09-24 03:00:00	0	0	0	0	0	0	
6388	2021-09-24 04:00:00	0	0	0	0	0	0	
6389	2021-09-24 05:00:00	0	0	0	0	0	0	
6390	2021-09-24 06:00:00	-155.22163765546875	0.04	-155.22163765546875	0.04	-0.02491564841567842	0.04	
6391	2021-09-24 07:00:00	-1441.1715869179689	0.04	-1441.1715869179689	0.04	-22.024361193442683	0.04	
6392	2021-09-24 08:00:00	-2865.1581921875	0.04	-2865.1581921875	0.04	-89.984515063957	0.04	
6393	2021-09-24 09:00:00	-4039.3029579500003	0.06	-4039.3029579500003	0.06	-121.62932302349178	0.06	
6394	2021-09-24 10:00:00	-4920.940518046874	0.06	-4920.940518046874	0.06	-159.26237162042352	0.06	
6395	2021-09-24 11:00:00	-5293.5285199875	0.06	-5293.5285199875	0.06	-207.50631110773935	0.06	
6396	2021-09-24 12:00:00	-5535.378190546875	0.06	-5535.378190546875	0.06	-166.24676301424333	0.06	
6397	2021-09-24 13:00:00	-5212.077584261719	0.06	-5212.077584261719	0.06	-131.72146302480908	0.06	
6398	2021-09-24 14:00:00	-4567.686385171875	0.06	-4567.686385171875	0.06	-102.98439645889309	0.06	
6399	2021-09-24 15:00:00	-3581.348147686719	0.06	-3581.348147686719	0.06	-43.55586258057811	0.06	
6400	2021-09-24 16:00:00	-2456.5819010992186	0.06	-2456.5819010992186	0.06	-13.855032021168894	0.06	
6401	2021-09-24 17:00:00	-1059.253994805469	0.04	-1059.253994805469	0.04	-0.8452261165280359	0.04	
6402	2021-09-24 18:00:00	-34.28973695	0.04	-34.28973695	0.04	-2.3790985685142685	0.04	
6403	2021-09-24 19:00:00	0	0	0	0	-4.249614228925355	0.04	
6404	2021-09-24 20:00:00	0	0	0	0	-6.500801939399381	0.04	
6405	2021-09-24 21:00:00	0	0	0	0	-10.266936551847106	0.06	
6406	2021-09-24 22:00:00	0	0	0	0	-14.948799291144987	0.06	
6407	2021-09-24 23:00:00	0	0	0	0	-21.122647114863064	0.06	
6408	2021-09-25 00:00:00	0	0	0	0	-14.961152706263842	0.06	
6409	2021-09-25 01:00:00	0	0	0	0	-10.00831685063706	0.06	
6410	2021-09-25 02:00:00	0	0	0	0	-6.3039411805209	0.06	
6411	2021-09-25 03:00:00	0	0	0	0	-2.551991902687151	0.06	
6412	2021-09-25 04:00:00	0	0	0	0	0	0	
6413	2021-09-25 05:00:00	0	0	0	0	0	0	
6414	2021-09-25 06:00:00	-155.22163765546875	0.04	-155.22163765546875	0.04	-10.305209960369082	0.04	
6415	2021-09-25 07:00:00	-1441.1715869179689	0.04	-1441.1715869179689	0.04	-46.05699858173017	0.04	
6416	2021-09-25 08:00:00	-2865.1581921875	0.04	-2865.1581921875	0.04	-129.34597220472128	0.04	
6417	2021-09-25 09:00:00	-4039.3029579500003	0.06	-4039.3029579500003	0.06	-88.70888409844483	0.06	
6418	2021-09-25 10:00:00	-4920.940518046874	0.06	-4920.940518046874	0.06	-58.47991351159601	0.06	
6419	2021-09-25 11:00:00	-5293.5285199875	0.06	-5293.5285199875	0.06	-36.52103051386532	0.06	
6420	2021-09-25 12:00:00	-5535.378190546875	0.06	-5535.378190546875	0.06	-56.64307652309608	0.06	
6421	2021-09-25 13:00:00	-5212.077584261719	0.06	-5212.077584261719	0.06	-83.7605872515086	0.06	
6422	2021-09-25 14:00:00	-4567.686385171875	0.06	-4567.686385171875	0.06	-119.52052605168085	0.06	
6423	2021-09-25 15:00:00	-3581.348147686719	0.06	-3581.348147686719	0.06	-128.4084988464408	0.06	
6424	2021-09-25 16:00:00	-2456.5819010992186	0.06	-2456.5819010992186	0.06	-136.37383191793182	0.06	
6425	2021-09-25 17:00:00	-1059.253994805469	0.04	-1059.253994805469	0.04	-146.41551433235014	0.04	
6426	2021-09-25 18:00:00	-34.28973695	0.04	-34.28973695	0.04	-42.27373754003654	0.04	
6427	2021-09-25 19:00:00	0	0	0	0	-5.0194265606081085	0.04	
6428	2021-09-25 20:00:00	0	0	0	0	0	0	
6429	2021-09-25 21:00:00	0	0	0	0	0	0	
6430	2021-09-25 22:00:00	0	0	0	0	0	0	
6431	2021-09-25 23:00:00	0	0	0	0	0	0	
6432	2021-09-26 00:00:00	0	0	0	0	0	0	
6433	2021-09-26 01:00:00	0	0	0	0	0	0	
6434	2021-09-26 02:00:00	0	0	0	0	0	0	
6435	2021-09-26 03:00:00	0	0	0	0	0	0	
6436	2021-09-26 04:00:00	0	0	0	0	0	0	
6437	2021-09-26 05:00:00	0	0	0	0	0	0	
6438	2021-09-26 06:00:00	-155.22163765546875	0.04	-155.22163765546875	0.04	0	0	
6439	2021-09-26 07:00:00	-1441.1715869179689	0.04	-1441.1715869179689	0.04	0	0	
6440	2021-09-26 08:00:00	-2865.1581921875	0.04	-2865.1581921875	0.04	0	0	
6441	2021-09-26 09:00:00	-4039.3029579500003	0.06	-4039.3029579500003	0.06	0	0	
6442	2021-09-26 10:00:00	-4920.940518046874	0.06	-4920.940518046874	0.06	0	0	
6443	2021-09-26 11:00:00	-5293.5285199875	0.06	-5293.5285199875	0.06	-6.494333539037607	0.06	
6444	2021-09-26 12:00:00	-5535.378190546875	0.06	-5535.378190546875	0.06	-5.21487545282797	0.06	
6445	2021-09-26 13:00:00	-5212.077584261719	0.06	-5212.077584261719	0.06	-3.8766600914529556	0.06	
6446	2021-09-26 14:00:00	-4567.686385171875	0.06	-4567.686385171875	0.06	-2.8494352038415682	0.06	
6447	2021-09-26 15:00:00	-3581.348147686719	0.06	-3581.348147686719	0.06	0	0	
6448	2021-09-26 16:00:00	-2456.5819010992186	0.06	-2456.5819010992186	0.06	0	0	
6449	2021-09-26 17:00:00	-1059.253994805469	0.04	-1059.253994805469	0.04	0	0	
6450	2021-09-26 18:00:00	-34.28973695	0.04	-34.28973695	0.04	0	0	
6451	2021-09-26 19:00:00	0	0	0	0	0	0	
6452	2021-09-26 20:00:00	0	0	0	0	0	0	
6453	2021-09-26 21:00:00	0	0	0	0	0	0	
6454	2021-09-26 22:00:00	0	0	0	0	0	0	
6455	2021-09-26 23:00:00	0	0	0	0	0	0	
6456	2021-09-27 00:00:00	0	0	0	0	0	0	
6457	2021-09-27 01:00:00	0	0	0	0	0	0	
6458	2021-09-27 02:00:00	0	0	0	0	0	0	
6459	2021-09-27 03:00:00	0	0	0	0	0	0	
6460	2021-09-27 04:00:00	0	0	0	0	0	0	
6461	2021-09-27 05:00:00	0	0	0	0	0	0	
6462	2021-09-27 06:00:00	-155.22163765546875	0.04	-155.22163765546875	0.04	0	0	
6463	2021-09-27 07:00:00	-1441.1715869179689	0.04	-1441.1715869179689	0.04	0	0	
6464	2021-09-27 08:00:00	-2865.1581921875	0.04	-2865.1581921875	0.04	0	0	
6465	2021-09-27 09:00:00	-4039.3029579500003	0.06	-4039.3029579500003	0.06	0	0	
6466	2021-09-27 10:00:00	-4920.940518046874	0.06	-4920.940518046874	0.06	-0.13551829176560917	0.06	
6467	2021-09-27 11:00:00	-5293.5285199875	0.06	-5293.5285199875	0.06	-3.0213427516942497	0.06	
6468	2021-09-27 12:00:00	-5535.378190546875	0.06	-5535.378190546875	0.06	-0.8460371276218073	0.06	
6469	2021-09-27 13:00:00	-5212.077584261719	0.06	-5212.077584261719	0.06	0	0	
6470	2021-09-27 14:00:00	-4567.686385171875	0.06	-4567.686385171875	0.06	0	0	
6471	2021-09-27 15:00:00	-3581.348147686719	0.06	-3581.348147686719	0.06	0	0	
6472	2021-09-27 16:00:00	-2456.5819010992186	0.06	-2456.5819010992186	0.06	0	0	
6473	2021-09-27 17:00:00	-1059.253994805469	0.04	-1059.253994805469	0.04	0	0	
6474	2021-09-27 18:00:00	-34.28973695	0.04	-34.28973695	0.04	0	0	
6475	2021-09-27 19:00:00	0	0	0	0	0	0	
6476	2021-09-27 20:00:00	0	0	0	0	0	0	
6477	2021-09-27 21:00:00	0	0	0	0	0	0	
6478	2021-09-27 22:00:00	0	0	0	0	0	0	
6479	2021-09-27 23:00:00	0	0	0	0	0	0	
6480	2021-09-28 00:00:00	0	0	0	0	0	0	
6481	2021-09-28 01:00:00	0	0	0	0	0	0	
6482	2021-09-28 02:00:00	0	0	0	0	0	0	
6483	2021-09-28 03:00:00	0	0	0	0	0	0	
6484	2021-09-28 04:00:00	0	0	0	0	0	0	
6485	2021-09-28 05:00:00	0	0	0	0	0	0	
6486	2021-09-28 06:00:00	-155.22163765546875	0.04	-155.22163765546875	0.04	0	0	
6487	2021-09-28 07:00:00	-1441.1715869179689	0.04	-1441.1715869179689	0.04	0	0	
6488	2021-09-28 08:00:00	-2865.1581921875	0.04	-2865.1581921875	0.04	0	0	
6489	2021-09-28 09:00:00	-4039.3029579500003	0.06	-4039.3029579500003	0.06	0	0	
6490	2021-09-28 10:00:00	-4920.940518046874	0.06	-4920.940518046874	0.06	0	0	
6491	2021-09-28 11:00:00	-5293.5285199875	0.06	-5293.5285199875	0.06	0	0	
6492	2021-09-28 12:00:00	-5535.378190546875	0.06	-5535.378190546875	0.06	0	0	
6493	2021-09-28 13:00:00	-5212.077584261719	0.06	-5212.077584261719	0.06	0	0	
6494	2021-09-28 14:00:00	-4567.686385171875	0.06	-4567.686385171875	0.06	0	0	
6495	2021-09-28 15:00:00	-3581.348147686719	0.06	-3581.348147686719	0.06	0	0	
6496	2021-09-28 16:00:00	-2456.5819010992186	0.06	-2456.5819010992186	0.06	0	0	
6497	2021-09-28 17:00:00	-1059.253994805469	0.04	-1059.253994805469	0.04	0	0	
6498	2021-09-28 18:00:00	-34.28973695	0.04	-34.28973695	0.04	0	0	
6499	2021-09-28 19:00:00	0	0	0	0	0	0	
6500	2021-09-28 20:00:00	0	0	0	0	0	0	
6501	2021-09-28 21:00:00	0	0	0	0	0	0	
6502	2021-09-28 22:00:00	0	0	0	0	0	0	
6503	2021-09-28 23:00:00	0	0	0	0	0	0	
6504	2021-09-29 00:00:00	0	0	0	0	0	0	
6505	2021-09-29 01:00:00	0	0	0	0	0	0	
6506	2021-09-29 02:00:00	0	0	0	0	0	0	
6507	2021-09-29 03:00:00	0	0	0	0	0	0	
6508	2021-09-29 04:00:00	0	0	0	0	0	0	
6509	2021-09-29 05:00:00	0	0	0	0	0	0	
6510	2021-09-29 06:00:00	-155.22163765546875	0.04	-155.22163765546875	0.04	0	0	
6511	2021-09-29 07:00:00	-1441.1715869179689	0.04	-1441.1715869179689	0.04	0	0	
6512	2021-09-29 08:00:00	-2865.1581921875	0.04	-2865.1581921875	0.04	-0.48247887453016425	0.04	
6513	2021-09-29 09:00:00	-4039.3029579500003	0.06	-4039.3029579500003	0.06	-5.646334497997101	0.06	
6514	2021-09-29 10:00:00	-4920.940518046874	0.06	-4920.940518046874	0.06	-13.913101912600998	0.06	
6515	2021-09-29 11:00:00	-5293.5285199875	0.06	-5293.5285199875	0.06	-26.572432831533064	0.06	
6516	2021-09-29 12:00:00	-5535.378190546875	0.06	-5535.378190546875	0.06	-29.088565892942594	0.06	
6517	2021-09-29 13:00:00	-5212.077584261719	0.06	-5212.077584261719	0.06	-31.217003238662667	0.06	
6518	2021-09-29 14:00:00	-4567.686385171875	0.06	-4567.686385171875	0.06	-34.02754941049887	0.06	
6519	2021-09-29 15:00:00	-3581.348147686719	0.06	-3581.348147686719	0.06	-14.854763258432747	0.06	
6520	2021-09-29 16:00:00	-2456.5819010992186	0.06	-2456.5819010992186	0.06	-4.054286709842534	0.06	
6521	2021-09-29 17:00:00	-1059.253994805469	0.04	-1059.253994805469	0.04	0	0	
6522	2021-09-29 18:00:00	-34.28973695	0.04	-34.28973695	0.04	-0.7214868131418878	0.04	
6523	2021-09-29 19:00:00	0	0	0	0	-3.7049216176605904	0.04	
6524	2021-09-29 20:00:00	0	0	0	0	-7.900725277580814	0.04	
6525	2021-09-29 21:00:00	0	0	0	0	-9.989387301191973	0.06	
6526	2021-09-29 22:00:00	0	0	0	0	-12.331603538431112	0.06	
6527	2021-09-29 23:00:00	0	0	0	0	-14.956002969554469	0.06	
6528	2021-09-30 00:00:00	0	0	0	0	-2.5471589620195343	0.06	
6529	2021-09-30 01:00:00	0	0	0	0	0	0	
6530	2021-09-30 02:00:00	0	0	0	0	0	0	
6531	2021-09-30 03:00:00	0	0	0	0	0	0	
6532	2021-09-30 04:00:00	0	0	0	0	0	0	
6533	2021-09-30 05:00:00	0	0	0	0	0	0	
6534	2021-09-30 06:00:00	-155.22163765546875	0.04	-155.22163765546875	0.04	0	0	
6535	2021-09-30 07:00:00	-1441.1715869179689	0.04	-1441.1715869179689	0.04	0	0	
6536	2021-09-30 08:00:00	-2865.1581921875	0.04	-2865.1581921875	0.04	0	0	
6537	2021-09-30 09:00:00	-4039.3029579500003	0.06	-4039.3029579500003	0.06	0	0	
6538	2021-09-30 10:00:00	-4920.940518046874	0.06	-4920.940518046874	0.06	0	0	
6539	2021-09-30 11:00:00	-5293.5285199875	0.06	-5293.5285199875	0.06	0	0	
6540	2021-09-30 12:00:00	-5535.378190546875	0.06	-5535.378190546875	0.06	-0.8460371276218073	0.06	
6541	2021-09-30 13:00:00	-5212.077584261719	0.06	-5212.077584261719	0.06	-7.876918351585477	0.06	
6542	2021-09-30 14:00:00	-4567.686385171875	0.06	-4567.686385171875	0.06	-20.157806760771255	0.06	
6543	2021-09-30 15:00:00	-3581.348147686719	0.06	-3581.348147686719	0.06	0	0	
6544	2021-09-30 16:00:00	-2456.5819010992186	0.06	-2456.5819010992186	0.06	0	0	
6545	2021-09-30 17:00:00	-1059.253994805469	0.04	-1059.253994805469	0.04	0	0	
6546	2021-09-30 18:00:00	-34.28973695	0.04	-34.28973695	0.04	0	0	
6547	2021-09-30 19:00:00	0	0	0	0	0	0	
6548	2021-09-30 20:00:00	0	0	0	0	0	0	
6549	2021-09-30 21:00:00	0	0	0	0	0	0	
6550	2021-09-30 22:00:00	0	0	0	0	-0.2488524971433289	0.06	
6551	2021-09-30 23:00:00	0	0	0	0	-5.65022151614777	0.06	
6552	2021-10-01 00:00:00	0	0	0	0	-15.050807888151779	0.06	
6553	2021-10-01 01:00:00	0	0	0	0	-29.94658627444123	0.06	
6554	2021-10-01 02:00:00	0	0	0	0	-52.37566005993111	0.06	
6555	2021-10-01 03:00:00	0	0	0	0	-84.81480906784823	0.06	
6556	2021-10-01 04:00:00	0	0	0	0	-130.26108400381986	0.06	
6557	2021-10-01 05:00:00	0	0	0	0	-192.34172162869888	0.04	
6558	2021-10-01 06:00:00	0	0	0	0	-275.3438385628309	0.04	
6559	2021-10-01 07:00:00	-629.7692039804688	0.04	-629.7692039804688	0.04	-384.1055639706058	0.04	
6560	2021-10-01 08:00:00	-1960.6880579968747	0.04	-1960.6880579968747	0.04	-878.8309146137154	0.04	
6561	2021-10-01 09:00:00	-2953.142035746875	0.06	-2953.142035746875	0.06	-1266.2453732620945	0.06	
6562	2021-10-01 10:00:00	-3775.631858567969	0.06	-3775.631858567969	0.06	-1794.2132546372632	0.06	
6563	2021-10-01 11:00:00	-4179.860200424218	0.06	-4179.860200424218	0.06	-2473.0925081236232	0.06	
6564	2021-10-01 12:00:00	-4231.79539615	0.06	-4231.79539615	0.06	-2710.0537028528947	0.06	
6565	2021-10-01 13:00:00	-3871.3425146218747	0.06	-3871.3425146218747	0.06	-2965.870341666105	0.06	
6566	2021-10-01 14:00:00	-3125.1970456179693	0.06	-3125.1970456179693	0.06	-3220.653793891455	0.06	
6567	2021-10-01 15:00:00	-2379.2959228468753	0.06	-2379.2959228468753	0.06	-2583.461060835817	0.06	
6568	2021-10-01 16:00:00	-1290.0922907992185	0.06	-1290.0922907992185	0.06	-2042.0584835882096	0.06	
6569	2021-10-01 17:00:00	-59.39994479999999	0.04	-59.39994479999999	0.04	-1608.771981925331	0.04	
6570	2021-10-01 18:00:00	0	0	0	0	-1118.3341332739299	0.04	
6571	2021-10-01 19:00:00	0	0	0	0	-756.892466091655	0.04	
6572	2021-10-01 20:00:00	0	0	0	0	-500.74735209216243	0.04	
6573	2021-10-01 21:00:00	0	0	0	0	-457.61849078237395	0.06	
6574	2021-10-01 22:00:00	0	0	0	0	-417.3612432458262	0.06	
6575	2021-10-01 23:00:00	0	0	0	0	-383.5999389958424	0.06	
6576	2021-10-02 00:00:00	0	0	0	0	-474.7286623320303	0.06	
6577	2021-10-02 01:00:00	0	0	0	0	-582.6404938091987	0.06	
6578	2021-10-02 02:00:00	0	0	0	0	-709.4692514502777	0.06	
6579	2021-10-02 03:00:00	0	0	0	0	-593.2581861056614	0.06	
6580	2021-10-02 04:00:00	0	0	0	0	-488.38632037352465	0.06	
6581	2021-10-02 05:00:00	0	0	0	0	-402.6865477612139	0.04	
6582	2021-10-02 06:00:00	0	0	0	0	-414.2496875335533	0.04	
6583	2021-10-02 07:00:00	-629.7692039804688	0.04	-629.7692039804688	0.04	-425.82622860164764	0.04	
6584	2021-10-02 08:00:00	-1960.6880579968747	0.04	-1960.6880579968747	0.04	-433.6353556811273	0.04	
6585	2021-10-02 09:00:00	-2953.142035746875	0.06	-2953.142035746875	0.06	-233.15871273724667	0.06	
6586	2021-10-02 10:00:00	-3775.631858567969	0.06	-3775.631858567969	0.06	-115.19513764867081	0.06	
6587	2021-10-02 11:00:00	-4179.860200424218	0.06	-4179.860200424218	0.06	-48.43960451860122	0.06	
6588	2021-10-02 12:00:00	-4231.79539615	0.06	-4231.79539615	0.06	-47.654509398183436	0.06	
6589	2021-10-02 13:00:00	-3871.3425146218747	0.06	-3871.3425146218747	0.06	-46.88860512183274	0.06	
6590	2021-10-02 14:00:00	-3125.1970456179693	0.06	-3125.1970456179693	0.06	-46.131752836259764	0.06	
6591	2021-10-02 15:00:00	-2379.2959228468753	0.06	-2379.2959228468753	0.06	-24.785140368684637	0.06	
6592	2021-10-02 16:00:00	-1290.0922907992185	0.06	-1290.0922907992185	0.06	-11.46596986325776	0.06	
6593	2021-10-02 17:00:00	-59.39994479999999	0.04	-59.39994479999999	0.04	-3.381554564528328	0.04	
6594	2021-10-02 18:00:00	0	0	0	0	-0.3660776823181822	0.04	
6595	2021-10-02 19:00:00	0	0	0	0	0	0	
6596	2021-10-02 20:00:00	0	0	0	0	0	0	
6597	2021-10-02 21:00:00	0	0	0	0	-3.2176922936062	0.06	
6598	2021-10-02 22:00:00	0	0	0	0	-19.578627432539257	0.06	
6599	2021-10-02 23:00:00	0	0	0	0	-55.58635389970568	0.06	
6600	2021-10-03 00:00:00	0	0	0	0	-85.86558696825902	0.06	
6601	2021-10-03 01:00:00	0	0	0	0	-125.52905486967539	0.06	
6602	2021-10-03 02:00:00	0	0	0	0	-177.85727243834762	0.06	
6603	2021-10-03 03:00:00	0	0	0	0	-348.92141319762624	0.06	
6604	2021-10-03 04:00:00	0	0	0	0	-624.981830985812	0.06	
6605	2021-10-03 05:00:00	0	0	0	0	-1054.7661686261972	0.04	
6606	2021-10-03 06:00:00	0	0	0	0	-1277.1221057019036	0.04	
6607	2021-10-03 07:00:00	-629.7692039804688	0.04	-629.7692039804688	0.04	-1535.352323726206	0.04	
6608	2021-10-03 08:00:00	-1960.6880579968747	0.04	-1960.6880579968747	0.04	-1834.647815589301	0.04	
6609	2021-10-03 09:00:00	-2953.142035746875	0.06	-2953.142035746875	0.06	-686.0314776248163	0.06	
6610	2021-10-03 10:00:00	-3775.631858567969	0.06	-3775.631858567969	0.06	-204.9917261373065	0.06	
6611	2021-10-03 11:00:00	-4179.860200424218	0.06	-4179.860200424218	0.06	-38.723234128100756	0.06	
6612	2021-10-03 12:00:00	-4231.79539615	0.06	-4231.79539615	0.06	-102.76524786864849	0.06	
6613	2021-10-03 13:00:00	-3871.3425146218747	0.06	-3871.3425146218747	0.06	-227.58634867528195	0.06	
6614	2021-10-03 14:00:00	-3125.1970456179693	0.06	-3125.1970456179693	0.06	-443.97632863486444	0.06	
6615	2021-10-03 15:00:00	-2379.2959228468753	0.06	-2379.2959228468753	0.06	-327.6363064188264	0.06	
6616	2021-10-03 16:00:00	-1290.0922907992185	0.06	-1290.0922907992185	0.06	-234.73328254101054	0.06	
6617	2021-10-03 17:00:00	-59.39994479999999	0.04	-59.39994479999999	0.04	-163.87633426497405	0.04	
6618	2021-10-03 18:00:00	0	0	0	0	-279.9677143445418	0.04	
6619	2021-10-03 19:00:00	0	0	0	0	-452.9644743161578	0.04	
6620	2021-10-03 20:00:00	0	0	0	0	-696.6568441800878	0.04	
6621	2021-10-03 21:00:00	0	0	0	0	-242.89139997591826	0.06	
6622	2021-10-03 22:00:00	0	0	0	0	-60.70321078484501	0.06	
6623	2021-10-03 23:00:00	0	0	0	0	-5.4773463628784995	0.06	
